ID,Target
TEST_0216,neutral
TEST_0217,joy
TEST_0218,joy
TEST_0219,neutral
TEST_0220,fear
TEST_0221,neutral
TEST_0222,joy
TEST_0223,neutral
TEST_0224,surprise
TEST_0225,neutral
TEST_0226,joy
TEST_0227,neutral
TEST_0228,joy
TEST_0229,neutral
TEST_0230,sadness
TEST_0231,sadness
TEST_0232,neutral
TEST_0233,joy
TEST_0234,surprise
TEST_0235,surprise
TEST_0236,neutral
TEST_0237,anger
TEST_0238,neutral
TEST_0239,neutral
TEST_0240,neutral
TEST_0241,joy
TEST_0242,joy
TEST_0243,neutral
TEST_0244,surprise
TEST_0245,sadness
TEST_0246,joy
TEST_0247,joy
TEST_0248,neutral
TEST_0249,neutral
TEST_0250,sadness
TEST_0251,neutral
TEST_0252,sadness
TEST_0253,neutral
TEST_0254,neutral
TEST_0255,disgust
TEST_0256,sadness
TEST_0257,neutral
TEST_0258,neutral
TEST_0259,anger
TEST_0260,neutral
TEST_0261,neutral
TEST_0262,neutral
TEST_0263,joy
TEST_0264,anger
TEST_0265,neutral
TEST_0266,neutral
TEST_0267,neutral
TEST_0268,neutral
TEST_0269,surprise
TEST_0270,neutral
TEST_0271,neutral
TEST_0272,disgust
TEST_0273,sadness
TEST_0274,neutral
TEST_0275,neutral
TEST_0276,fear
TEST_0277,neutral
TEST_0278,joy
TEST_0279,surprise
TEST_0280,anger
TEST_0281,joy
TEST_0282,sadness
TEST_0283,neutral
TEST_0284,neutral
TEST_0285,neutral
TEST_0286,fear
TEST_0287,neutral
TEST_0288,neutral
TEST_0289,neutral
TEST_0290,neutral
TEST_0291,sadness
TEST_0292,neutral
TEST_0293,neutral
TEST_0294,surprise
TEST_0295,neutral
TEST_0296,sadness
TEST_0297,sadness
TEST_0298,joy
TEST_0299,neutral
TEST_0300,neutral
TEST_0301,neutral
TEST_0302,neutral
TEST_0303,surprise
TEST_0304,disgust
TEST_0305,sadness
TEST_0306,neutral
TEST_0307,neutral
TEST_0308,anger
TEST_0309,anger
TEST_0310,neutral
TEST_0311,surprise
TEST_0312,joy
TEST_0313,neutral
TEST_0314,joy
TEST_0315,surprise
TEST_0316,neutral
TEST_0317,neutral
TEST_0318,joy
TEST_0319,neutral
TEST_0320,sadness
TEST_0321,neutral
TEST_0322,anger
TEST_0323,joy
TEST_0324,neutral
TEST_0325,anger
TEST_0326,neutral
TEST_0327,anger
TEST_0328,fear
TEST_0329,joy
TEST_0330,joy
TEST_0331,neutral
TEST_0332,neutral
TEST_0333,neutral
TEST_0334,neutral
TEST_0335,anger
TEST_0336,sadness
TEST_0337,neutral
TEST_0338,neutral
TEST_0339,surprise
TEST_0340,anger
TEST_0341,neutral
TEST_0342,neutral
TEST_0343,joy
TEST_0344,surprise
TEST_0345,joy
TEST_0346,neutral
TEST_0347,joy
TEST_0348,joy
TEST_0349,fear
TEST_0350,neutral
TEST_0351,neutral
TEST_0352,anger
TEST_0353,joy
TEST_0354,neutral
TEST_0355,neutral
TEST_0356,neutral
TEST_0357,joy
TEST_0358,surprise
TEST_0359,joy
TEST_0360,neutral
TEST_0361,joy
TEST_0362,neutral
TEST_0363,neutral
TEST_0364,joy
TEST_0365,sadness
TEST_0366,neutral
TEST_0367,neutral
TEST_0368,surprise
TEST_0369,disgust
TEST_0370,joy
TEST_0371,neutral
TEST_0372,joy
TEST_0373,joy
TEST_0374,sadness
TEST_0375,neutral
TEST_0376,neutral
TEST_0377,anger
TEST_0378,neutral
TEST_0379,fear
TEST_0380,neutral
TEST_0381,neutral
TEST_0382,joy
TEST_0383,surprise
TEST_0384,neutral
TEST_0385,neutral
TEST_0386,neutral
TEST_0387,neutral
TEST_0388,sadness
TEST_0389,neutral
TEST_0390,anger
TEST_0391,neutral
TEST_0392,surprise
TEST_0393,neutral
TEST_0394,surprise
TEST_0395,neutral
TEST_0396,surprise
TEST_0397,sadness
TEST_0398,neutral
TEST_0399,surprise
TEST_0400,joy
TEST_0401,joy
TEST_0402,anger
TEST_0403,anger
TEST_0404,joy
TEST_0405,joy
TEST_0406,joy
TEST_0407,neutral
TEST_0408,neutral
TEST_0409,joy
TEST_0410,joy
TEST_0411,neutral
TEST_0412,anger
TEST_0413,joy
TEST_0414,anger
TEST_0415,neutral
TEST_0416,neutral
TEST_0417,neutral
TEST_0418,neutral
TEST_0419,neutral
TEST_0420,neutral
TEST_0421,neutral
TEST_0422,neutral
TEST_0423,joy
TEST_0424,neutral
TEST_0425,neutral
TEST_0426,surprise
TEST_0427,joy
TEST_0428,neutral
TEST_0429,neutral
TEST_0430,neutral
TEST_0431,joy
TEST_0432,joy
TEST_0433,joy
TEST_0434,joy
TEST_0435,joy
TEST_0436,joy
TEST_0437,neutral
TEST_0438,neutral
TEST_0439,neutral
TEST_0440,surprise
TEST_0441,neutral
TEST_0442,neutral
TEST_0443,neutral
TEST_0444,joy
TEST_0445,neutral
TEST_0446,neutral
TEST_0447,surprise
TEST_0448,neutral
TEST_0449,joy
TEST_0450,neutral
TEST_0451,neutral
TEST_0452,neutral
TEST_0453,surprise
TEST_0454,sadness
TEST_0455,neutral
TEST_0456,joy
TEST_0457,joy
TEST_0458,joy
TEST_0459,neutral
TEST_0460,neutral
TEST_0461,neutral
TEST_0462,neutral
TEST_0463,joy
TEST_0464,neutral
TEST_0465,neutral
TEST_0466,surprise
TEST_0467,surprise
TEST_0468,neutral
TEST_0469,surprise
TEST_0470,joy
TEST_0471,sadness
TEST_0472,neutral
TEST_0473,joy
TEST_0474,joy
TEST_0475,joy
TEST_0476,joy
TEST_0477,sadness
TEST_0478,anger
TEST_0479,surprise
TEST_0480,neutral
TEST_0481,neutral
TEST_0482,joy
TEST_0483,joy
TEST_0484,sadness
TEST_0485,neutral
TEST_0486,anger
TEST_0487,anger
TEST_0488,neutral
TEST_0489,surprise
TEST_0490,neutral
TEST_0491,anger
TEST_0492,neutral
TEST_0493,anger
TEST_0494,sadness
TEST_0495,sadness
TEST_0496,neutral
TEST_0497,neutral
TEST_0498,surprise
TEST_0499,sadness
TEST_0500,sadness
TEST_0501,joy
TEST_0502,surprise
TEST_0503,surprise
TEST_0504,surprise
TEST_0505,neutral
TEST_0506,neutral
TEST_0507,joy
TEST_0508,neutral
TEST_0509,anger
TEST_0510,sadness
TEST_0511,neutral
TEST_0512,neutral
TEST_0513,anger
TEST_0514,neutral
TEST_0515,neutral
TEST_0516,neutral
TEST_0517,joy
TEST_0518,joy
TEST_0519,anger
TEST_0520,sadness
TEST_0521,neutral
TEST_0522,neutral
TEST_0523,neutral
TEST_0524,joy
TEST_0525,joy
TEST_0526,neutral
TEST_0527,neutral
TEST_0528,surprise
TEST_0529,joy
TEST_0530,joy
TEST_0531,neutral
TEST_0532,neutral
TEST_0533,joy
TEST_0534,neutral
TEST_0535,sadness
TEST_0536,neutral
TEST_0537,sadness
TEST_0538,sadness
TEST_0539,neutral
TEST_0540,joy
TEST_0541,fear
TEST_0542,surprise
TEST_0543,joy
TEST_0544,fear
TEST_0545,neutral
TEST_0546,surprise
TEST_0547,neutral
TEST_0548,neutral
TEST_0549,neutral
TEST_0550,joy
TEST_0551,anger
TEST_0552,neutral
TEST_0553,neutral
TEST_0554,surprise
TEST_0555,joy
TEST_0556,neutral
TEST_0557,neutral
TEST_0558,neutral
TEST_0559,neutral
TEST_0560,neutral
TEST_0561,neutral
TEST_0562,neutral
TEST_0563,sadness
TEST_0564,neutral
TEST_0565,surprise
TEST_0566,neutral
TEST_0567,neutral
TEST_0568,neutral
TEST_0569,neutral
TEST_0570,neutral
TEST_0571,neutral
TEST_0572,neutral
TEST_0573,neutral
TEST_0574,joy
TEST_0575,neutral
TEST_0576,neutral
TEST_0577,joy
TEST_0578,surprise
TEST_0579,neutral
TEST_0580,joy
TEST_0581,joy
TEST_0582,neutral
TEST_0583,joy
TEST_0584,neutral
TEST_0585,neutral
TEST_0586,disgust
TEST_0587,neutral
TEST_0588,anger
TEST_0589,anger
TEST_0590,neutral
TEST_0591,surprise
TEST_0592,neutral
TEST_0593,anger
TEST_0594,neutral
TEST_0595,neutral
TEST_0596,neutral
TEST_0597,neutral
TEST_0598,neutral
TEST_0599,neutral
TEST_0600,anger
TEST_0601,neutral
TEST_0602,neutral
TEST_0603,surprise
TEST_0604,neutral
TEST_0605,neutral
TEST_0606,fear
TEST_0607,neutral
TEST_0608,neutral
TEST_0609,neutral
TEST_0610,neutral
TEST_0611,neutral
TEST_0612,neutral
TEST_0613,sadness
TEST_0614,neutral
TEST_0615,neutral
TEST_0616,neutral
TEST_0617,fear
TEST_0618,anger
TEST_0619,disgust
TEST_0620,sadness
TEST_0621,surprise
TEST_0622,neutral
TEST_0623,fear
TEST_0624,neutral
TEST_0625,joy
TEST_0626,anger
TEST_0627,neutral
TEST_0628,neutral
TEST_0629,joy
TEST_0630,neutral
TEST_0631,joy
TEST_0632,neutral
TEST_0633,neutral
TEST_0634,surprise
TEST_0635,joy
TEST_0636,neutral
TEST_0637,joy
TEST_0638,joy
TEST_0639,neutral
TEST_0640,neutral
TEST_0641,neutral
TEST_0642,neutral
TEST_0643,neutral
TEST_0644,joy
TEST_0645,neutral
TEST_0646,neutral
TEST_0647,joy
TEST_0648,joy
TEST_0649,anger
TEST_0650,anger
TEST_0651,surprise
TEST_0652,joy
TEST_0653,anger
TEST_0654,sadness
TEST_0655,anger
TEST_0656,joy
TEST_0657,sadness
TEST_0658,neutral
TEST_0659,joy
TEST_0660,neutral
TEST_0661,neutral
TEST_0662,anger
TEST_0663,surprise
TEST_0664,surprise
TEST_0665,neutral
TEST_0666,neutral
TEST_0667,neutral
TEST_0668,neutral
TEST_0669,neutral
TEST_0670,joy
TEST_0671,sadness
TEST_0672,neutral
TEST_0673,neutral
TEST_0674,neutral
TEST_0675,neutral
TEST_0676,neutral
TEST_0677,neutral
TEST_0678,surprise
TEST_0679,neutral
TEST_0680,neutral
TEST_0681,neutral
TEST_0682,neutral
TEST_0683,joy
TEST_0684,neutral
TEST_0685,joy
TEST_0686,neutral
TEST_0687,joy
TEST_0688,joy
TEST_0689,joy
TEST_0690,neutral
TEST_0691,joy
TEST_0692,neutral
TEST_0693,surprise
TEST_0694,neutral
TEST_0695,neutral
TEST_0696,joy
TEST_0697,surprise
TEST_0698,joy
TEST_0699,neutral
TEST_0700,neutral
TEST_0701,joy
TEST_0702,neutral
TEST_0703,joy
TEST_0704,surprise
TEST_0705,neutral
TEST_0706,anger
TEST_0707,anger
TEST_0708,neutral
TEST_0709,neutral
TEST_0710,neutral
TEST_0711,neutral
TEST_0712,neutral
TEST_0713,neutral
TEST_0714,neutral
TEST_0715,neutral
TEST_0716,neutral
TEST_0717,neutral
TEST_0718,joy
TEST_0719,neutral
TEST_0720,neutral
TEST_0721,surprise
TEST_0722,anger
TEST_0723,sadness
TEST_0724,surprise
TEST_0725,fear
TEST_0726,anger
TEST_0727,neutral
TEST_0728,joy
TEST_0729,neutral
TEST_0730,neutral
TEST_0731,surprise
TEST_0732,neutral
TEST_0733,neutral
TEST_0734,neutral
TEST_0735,sadness
TEST_0736,neutral
TEST_0737,neutral
TEST_0738,anger
TEST_0739,joy
TEST_0740,neutral
TEST_0741,neutral
TEST_0742,sadness
TEST_0743,neutral
TEST_0744,anger
TEST_0745,neutral
TEST_0746,joy
TEST_0747,fear
TEST_0748,neutral
TEST_0749,surprise
TEST_0750,neutral
TEST_0751,fear
TEST_0752,sadness
TEST_0753,joy
TEST_0754,neutral
TEST_0755,neutral
TEST_0756,neutral
TEST_0757,joy
TEST_0758,disgust
TEST_0759,disgust
TEST_0760,neutral
TEST_0761,anger
TEST_0762,joy
TEST_0763,neutral
TEST_0764,joy
TEST_0765,surprise
TEST_0766,fear
TEST_0767,joy
TEST_0768,neutral
TEST_0769,sadness
TEST_0770,anger
TEST_0771,neutral
TEST_0772,neutral
TEST_0773,neutral
TEST_0774,joy
TEST_0775,neutral
TEST_0776,joy
TEST_0777,neutral
TEST_0778,neutral
TEST_0779,neutral
TEST_0780,neutral
TEST_0781,neutral
TEST_0782,surprise
TEST_0783,joy
TEST_0784,sadness
TEST_0785,sadness
TEST_0786,neutral
TEST_0787,neutral
TEST_0788,joy
TEST_0789,neutral
TEST_0790,neutral
TEST_0791,joy
TEST_0792,neutral
TEST_0793,joy
TEST_0794,sadness
TEST_0795,sadness
TEST_0796,joy
TEST_0797,neutral
TEST_0798,neutral
TEST_0799,neutral
TEST_0800,neutral
TEST_0801,surprise
TEST_0802,neutral
TEST_0803,surprise
TEST_0804,neutral
TEST_0805,neutral
TEST_0806,joy
TEST_0807,neutral
TEST_0808,sadness
TEST_0809,neutral
TEST_0810,surprise
TEST_0811,joy
TEST_0812,sadness
TEST_0813,neutral
TEST_0814,anger
TEST_0815,surprise
TEST_0816,neutral
TEST_0817,neutral
TEST_0818,joy
TEST_0819,disgust
TEST_0820,anger
TEST_0821,joy
TEST_0822,joy
TEST_0823,joy
TEST_0824,joy
TEST_0825,joy
TEST_0826,neutral
TEST_0827,neutral
TEST_0828,neutral
TEST_0829,neutral
TEST_0830,neutral
TEST_0831,neutral
TEST_0832,anger
TEST_0833,disgust
TEST_0834,joy
TEST_0835,neutral
TEST_0836,surprise
TEST_0837,joy
TEST_0838,anger
TEST_0839,surprise
TEST_0840,neutral
TEST_0841,neutral
TEST_0842,neutral
TEST_0843,neutral
TEST_0844,anger
TEST_0845,neutral
TEST_0846,neutral
TEST_0847,neutral
TEST_0848,neutral
TEST_0849,neutral
TEST_0850,disgust
TEST_0851,joy
TEST_0852,neutral
TEST_0853,anger
TEST_0854,neutral
TEST_0855,neutral
TEST_0856,neutral
TEST_0857,neutral
TEST_0858,joy
TEST_0859,surprise
TEST_0860,sadness
TEST_0861,neutral
TEST_0862,joy
TEST_0863,joy
TEST_0864,neutral
TEST_0865,neutral
TEST_0866,neutral
TEST_0867,neutral
TEST_0868,sadness
TEST_0869,neutral
TEST_0870,sadness
TEST_0871,neutral
TEST_0872,neutral
TEST_0873,neutral
TEST_0874,sadness
TEST_0875,neutral
TEST_0876,neutral
TEST_0877,neutral
TEST_0878,neutral
TEST_0879,joy
TEST_0880,neutral
TEST_0881,neutral
TEST_0882,neutral
TEST_0883,neutral
TEST_0884,joy
TEST_0885,neutral
TEST_0886,neutral
TEST_0887,neutral
TEST_0888,joy
TEST_0889,neutral
TEST_0890,sadness
TEST_0891,neutral
TEST_0892,neutral
TEST_0893,neutral
TEST_0894,neutral
TEST_0895,neutral
TEST_0896,neutral
TEST_0897,neutral
TEST_0898,neutral
TEST_0899,neutral
TEST_0900,neutral
TEST_0901,sadness
TEST_0902,neutral
TEST_0903,surprise
TEST_0904,neutral
TEST_0905,joy
TEST_0906,neutral
TEST_0907,surprise
TEST_0908,neutral
TEST_0909,neutral
TEST_0910,neutral
TEST_0911,surprise
TEST_0912,neutral
TEST_0913,joy
TEST_0914,neutral
TEST_0915,neutral
TEST_0916,neutral
TEST_0917,sadness
TEST_0918,neutral
TEST_0919,joy
TEST_0920,neutral
TEST_0921,neutral
TEST_0922,neutral
TEST_0923,neutral
TEST_0924,sadness
TEST_0925,surprise
TEST_0926,joy
TEST_0927,sadness
TEST_0928,anger
TEST_0929,joy
TEST_0930,fear
TEST_0931,disgust
TEST_0932,disgust
TEST_0933,surprise
TEST_0934,disgust
TEST_0935,neutral
TEST_0936,neutral
TEST_0937,neutral
TEST_0938,neutral
TEST_0939,neutral
TEST_0940,neutral
TEST_0941,neutral
TEST_0942,neutral
TEST_0943,neutral
TEST_0944,neutral
TEST_0945,neutral
TEST_0946,neutral
TEST_0947,surprise
TEST_0948,joy
TEST_0949,disgust
TEST_0950,neutral
TEST_0951,neutral
TEST_0952,sadness
TEST_0953,surprise
TEST_0954,surprise
TEST_0955,neutral
TEST_0956,neutral
TEST_0957,neutral
TEST_0958,neutral
TEST_0959,joy
TEST_0960,joy
TEST_0961,neutral
TEST_0962,sadness
TEST_0963,surprise
TEST_0964,surprise
TEST_0965,neutral
TEST_0966,neutral
TEST_0967,neutral
TEST_0968,joy
TEST_0969,joy
TEST_0970,joy
TEST_0971,neutral
TEST_0972,joy
TEST_0973,neutral
TEST_0974,joy
TEST_0975,sadness
TEST_0976,anger
TEST_0977,neutral
TEST_0978,disgust
TEST_0979,disgust
TEST_0980,neutral
TEST_0981,neutral
TEST_0982,neutral
TEST_0983,neutral
TEST_0984,neutral
TEST_0985,neutral
TEST_0986,surprise
TEST_0987,neutral
TEST_0988,neutral
TEST_0989,neutral
TEST_0990,neutral
TEST_0991,sadness
TEST_0992,surprise
TEST_0993,neutral
TEST_0994,anger
TEST_0995,anger
TEST_0996,neutral
TEST_0997,neutral
TEST_0998,neutral
TEST_0999,surprise
TEST_1000,surprise
TEST_1001,neutral
TEST_1002,joy
TEST_1003,sadness
TEST_1004,neutral
TEST_1005,neutral
TEST_1006,neutral
TEST_1007,neutral
TEST_1008,surprise
TEST_1009,sadness
TEST_1010,anger
TEST_1011,surprise
TEST_1012,joy
TEST_1013,neutral
TEST_1014,fear
TEST_1015,neutral
TEST_1016,surprise
TEST_1017,joy
TEST_1018,anger
TEST_1019,neutral
TEST_1020,joy
TEST_1021,neutral
TEST_1022,sadness
TEST_1023,surprise
TEST_1024,surprise
TEST_1025,fear
TEST_1026,sadness
TEST_1027,neutral
TEST_1028,neutral
TEST_1029,joy
TEST_1030,joy
TEST_1031,neutral
TEST_1032,anger
TEST_1033,neutral
TEST_1034,neutral
TEST_1035,neutral
TEST_1036,disgust
TEST_1037,sadness
TEST_1038,neutral
TEST_1039,neutral
TEST_1040,neutral
TEST_1041,neutral
TEST_1042,neutral
TEST_1043,neutral
TEST_1044,fear
TEST_1045,neutral
TEST_1046,neutral
TEST_1047,neutral
TEST_1048,neutral
TEST_1049,neutral
TEST_1050,joy
TEST_1051,neutral
TEST_1052,neutral
TEST_1053,neutral
TEST_1054,neutral
TEST_1055,neutral
TEST_1056,neutral
TEST_1057,neutral
TEST_1058,neutral
TEST_1059,neutral
TEST_1060,fear
TEST_1061,neutral
TEST_1062,surprise
TEST_1063,joy
TEST_1064,sadness
TEST_1065,sadness
TEST_1066,neutral
TEST_1067,surprise
TEST_1068,neutral
TEST_1069,sadness
TEST_1070,anger
TEST_1071,neutral
TEST_1072,neutral
TEST_1073,sadness
TEST_1074,neutral
TEST_1075,anger
TEST_1076,neutral
TEST_1077,anger
TEST_1078,fear
TEST_1079,joy
TEST_1080,neutral
TEST_1081,anger
TEST_1082,joy
TEST_1083,neutral
TEST_1084,joy
TEST_1085,joy
TEST_1086,neutral
TEST_1087,neutral
TEST_1088,neutral
TEST_1089,neutral
TEST_1090,sadness
TEST_1091,surprise
TEST_1092,anger
TEST_1093,neutral
TEST_1094,sadness
TEST_1095,joy
TEST_1096,anger
TEST_1097,disgust
TEST_1098,joy
TEST_1099,neutral
TEST_1100,sadness
TEST_1101,neutral
TEST_1102,joy
TEST_1103,neutral
TEST_1104,joy
TEST_1105,neutral
TEST_1106,neutral
TEST_1107,joy
TEST_1108,neutral
TEST_1109,neutral
TEST_1110,neutral
TEST_1111,anger
TEST_1112,neutral
TEST_1113,surprise
TEST_1114,neutral
TEST_1115,surprise
TEST_1116,neutral
TEST_1117,anger
TEST_1118,surprise
TEST_1119,surprise
TEST_1120,anger
TEST_1121,anger
TEST_1122,disgust
TEST_1123,anger
TEST_1124,neutral
TEST_1125,neutral
TEST_1126,sadness
TEST_1127,joy
TEST_1128,neutral
TEST_1129,neutral
TEST_1130,neutral
TEST_1131,neutral
TEST_1132,joy
TEST_1133,joy
TEST_1134,joy
TEST_1135,joy
TEST_1136,joy
TEST_1137,fear
TEST_1138,joy
TEST_1139,sadness
TEST_1140,joy
TEST_1141,neutral
TEST_1142,surprise
TEST_1143,neutral
TEST_1144,neutral
TEST_1145,joy
TEST_1146,neutral
TEST_1147,joy
TEST_1148,neutral
TEST_1149,neutral
TEST_1150,neutral
TEST_1151,joy
TEST_1152,neutral
TEST_1153,surprise
TEST_1154,sadness
TEST_1155,neutral
TEST_1156,joy
TEST_1157,surprise
TEST_1158,sadness
TEST_1159,sadness
TEST_1160,neutral
TEST_1161,sadness
TEST_1162,surprise
TEST_1163,neutral
TEST_1164,joy
TEST_1165,neutral
TEST_1166,fear
TEST_1167,neutral
TEST_1168,neutral
TEST_1169,neutral
TEST_1170,neutral
TEST_1171,surprise
TEST_1172,neutral
TEST_1173,anger
TEST_1174,surprise
TEST_1175,joy
TEST_1176,anger
TEST_1177,joy
TEST_1178,neutral
TEST_1179,surprise
TEST_1180,neutral
TEST_1181,neutral
TEST_1182,neutral
TEST_1183,neutral
TEST_1184,neutral
TEST_1185,neutral
TEST_1186,neutral
TEST_1187,neutral
TEST_1188,joy
TEST_1189,neutral
TEST_1190,neutral
TEST_1191,neutral
TEST_1192,surprise
TEST_1193,neutral
TEST_1194,neutral
TEST_1195,joy
TEST_1196,neutral
TEST_1197,sadness
TEST_1198,joy
TEST_1199,neutral
TEST_1200,neutral
TEST_1201,neutral
TEST_1202,neutral
TEST_1203,neutral
TEST_1204,sadness
TEST_1205,neutral
TEST_1206,neutral
TEST_1207,neutral
TEST_1208,neutral
TEST_1209,neutral
TEST_1210,neutral
TEST_1211,joy
TEST_1212,neutral
TEST_1213,neutral
TEST_1214,surprise
TEST_1215,neutral
TEST_1216,neutral
TEST_1217,neutral
TEST_1218,neutral
TEST_1219,neutral
TEST_1220,neutral
TEST_1221,neutral
TEST_1222,joy
TEST_1223,joy
TEST_1224,neutral
TEST_1225,neutral
TEST_1226,neutral
TEST_1227,neutral
TEST_1228,sadness
TEST_1229,sadness
TEST_1230,neutral
TEST_1231,neutral
TEST_1232,neutral
TEST_1233,neutral
TEST_1234,neutral
TEST_1235,neutral
TEST_1236,neutral
TEST_1237,sadness
TEST_1238,neutral
TEST_1239,surprise
TEST_1240,anger
TEST_1241,neutral
TEST_1242,joy
TEST_1243,neutral
TEST_1244,anger
TEST_1245,neutral
TEST_1246,neutral
TEST_1247,neutral
TEST_1248,neutral
TEST_1249,joy
TEST_1250,joy
TEST_1251,joy
TEST_1252,sadness
TEST_1253,neutral
TEST_1254,neutral
TEST_1255,neutral
TEST_1256,neutral
TEST_1257,neutral
TEST_1258,surprise
TEST_1259,neutral
TEST_1260,sadness
TEST_1261,surprise
TEST_1262,neutral
TEST_1263,surprise
TEST_1264,neutral
TEST_1265,fear
TEST_1266,neutral
TEST_1267,sadness
TEST_1268,joy
TEST_1269,sadness
TEST_1270,neutral
TEST_1271,joy
TEST_1272,neutral
TEST_1273,joy
TEST_1274,joy
TEST_1275,joy
TEST_1276,surprise
TEST_1277,sadness
TEST_1278,joy
TEST_1279,joy
TEST_1280,surprise
TEST_1281,neutral
TEST_1282,neutral
TEST_1283,neutral
TEST_1284,joy
TEST_1285,neutral
TEST_1286,surprise
TEST_1287,surprise
TEST_1288,neutral
TEST_1289,joy
TEST_1290,surprise
TEST_1291,surprise
TEST_1292,neutral
TEST_1293,anger
TEST_1294,surprise
TEST_1295,surprise
TEST_1296,anger
TEST_1297,joy
TEST_1298,neutral
TEST_1299,joy
TEST_1300,joy
TEST_1301,neutral
TEST_1302,neutral
TEST_1303,neutral
TEST_1304,joy
