ID,Target
TEST_0217,joy
TEST_0218,joy
TEST_0219,neutral
TEST_0220,sadness
TEST_0221,neutral
TEST_0222,joy
TEST_0223,neutral
TEST_0224,neutral
TEST_0225,neutral
TEST_0226,joy
TEST_0227,neutral
TEST_0228,joy
TEST_0229,joy
TEST_0230,anger
TEST_0231,sadness
TEST_0232,neutral
TEST_0233,joy
TEST_0234,surprise
TEST_0235,joy
TEST_0236,neutral
TEST_0237,anger
TEST_0238,neutral
TEST_0239,anger
TEST_0240,neutral
TEST_0241,joy
TEST_0242,neutral
TEST_0243,sadness
TEST_0244,joy
TEST_0245,neutral
TEST_0246,joy
TEST_0247,joy
TEST_0248,neutral
TEST_0249,neutral
TEST_0250,sadness
TEST_0251,neutral
TEST_0252,sadness
TEST_0253,neutral
TEST_0254,neutral
TEST_0255,neutral
TEST_0256,neutral
TEST_0257,neutral
TEST_0258,neutral
TEST_0259,anger
TEST_0260,neutral
TEST_0261,neutral
TEST_0262,neutral
TEST_0263,joy
TEST_0264,surprise
TEST_0265,neutral
TEST_0266,neutral
TEST_0267,neutral
TEST_0268,neutral
TEST_0269,surprise
TEST_0270,neutral
TEST_0271,neutral
TEST_0272,anger
TEST_0273,joy
TEST_0274,neutral
TEST_0275,neutral
TEST_0276,joy
TEST_0277,joy
TEST_0278,joy
TEST_0279,surprise
TEST_0280,joy
TEST_0281,joy
TEST_0282,sadness
TEST_0283,neutral
TEST_0284,joy
TEST_0285,neutral
TEST_0286,fear
TEST_0287,joy
TEST_0288,neutral
TEST_0289,neutral
TEST_0290,neutral
TEST_0291,sadness
TEST_0292,neutral
TEST_0293,sadness
TEST_0294,surprise
TEST_0295,neutral
TEST_0296,sadness
TEST_0297,sadness
TEST_0298,joy
TEST_0299,anger
TEST_0300,anger
TEST_0301,neutral
TEST_0302,neutral
TEST_0303,joy
TEST_0304,sadness
TEST_0305,sadness
TEST_0306,neutral
TEST_0307,neutral
TEST_0308,joy
TEST_0309,neutral
TEST_0310,anger
TEST_0311,anger
TEST_0312,joy
TEST_0313,neutral
TEST_0314,anger
TEST_0315,surprise
TEST_0316,joy
TEST_0317,anger
TEST_0318,neutral
TEST_0319,neutral
TEST_0320,neutral
TEST_0321,neutral
TEST_0322,joy
TEST_0323,joy
TEST_0324,anger
TEST_0325,anger
TEST_0326,neutral
TEST_0327,anger
TEST_0328,joy
TEST_0329,joy
TEST_0330,joy
TEST_0331,neutral
TEST_0332,neutral
TEST_0333,neutral
TEST_0334,neutral
TEST_0335,anger
TEST_0336,anger
TEST_0337,neutral
TEST_0338,anger
TEST_0339,anger
TEST_0340,neutral
TEST_0341,neutral
TEST_0342,fear
TEST_0343,joy
TEST_0344,joy
TEST_0345,joy
TEST_0346,neutral
TEST_0347,joy
TEST_0348,joy
TEST_0349,neutral
TEST_0350,neutral
TEST_0351,neutral
TEST_0352,anger
TEST_0353,neutral
TEST_0354,neutral
TEST_0355,joy
TEST_0356,neutral
TEST_0357,sadness
TEST_0358,surprise
TEST_0359,joy
TEST_0360,neutral
TEST_0361,joy
TEST_0362,neutral
TEST_0363,joy
TEST_0364,joy
TEST_0365,joy
TEST_0366,neutral
TEST_0367,neutral
TEST_0368,surprise
TEST_0369,neutral
TEST_0370,neutral
TEST_0371,anger
TEST_0372,joy
TEST_0373,joy
TEST_0374,sadness
TEST_0375,joy
TEST_0376,neutral
TEST_0377,sadness
TEST_0378,neutral
TEST_0379,joy
TEST_0380,neutral
TEST_0381,neutral
TEST_0382,neutral
TEST_0383,neutral
TEST_0384,neutral
TEST_0385,neutral
TEST_0386,neutral
TEST_0387,neutral
TEST_0388,neutral
TEST_0389,joy
TEST_0390,anger
TEST_0391,neutral
TEST_0392,neutral
TEST_0393,neutral
TEST_0394,joy
TEST_0395,neutral
TEST_0396,surprise
TEST_0397,joy
TEST_0398,neutral
TEST_0399,surprise
TEST_0400,joy
TEST_0401,joy
TEST_0402,anger
TEST_0403,anger
TEST_0404,joy
TEST_0405,joy
TEST_0406,neutral
TEST_0407,joy
TEST_0408,neutral
TEST_0409,joy
TEST_0410,joy
TEST_0411,neutral
TEST_0412,disgust
TEST_0413,joy
TEST_0414,sadness
TEST_0415,neutral
TEST_0416,neutral
TEST_0417,neutral
TEST_0418,neutral
TEST_0419,neutral
TEST_0420,neutral
TEST_0421,anger
TEST_0422,neutral
TEST_0423,joy
TEST_0424,neutral
TEST_0425,neutral
TEST_0426,neutral
TEST_0427,joy
TEST_0428,neutral
TEST_0429,anger
TEST_0430,joy
TEST_0431,joy
TEST_0432,joy
TEST_0433,joy
TEST_0434,joy
TEST_0435,joy
TEST_0436,joy
TEST_0437,neutral
TEST_0438,neutral
TEST_0439,neutral
TEST_0440,anger
TEST_0441,neutral
TEST_0442,neutral
TEST_0443,neutral
TEST_0444,joy
TEST_0445,sadness
TEST_0446,joy
TEST_0447,joy
TEST_0448,neutral
TEST_0449,joy
TEST_0450,neutral
TEST_0451,surprise
TEST_0452,neutral
TEST_0453,neutral
TEST_0454,sadness
TEST_0455,neutral
TEST_0456,joy
TEST_0457,joy
TEST_0458,neutral
TEST_0459,neutral
TEST_0460,anger
TEST_0461,neutral
TEST_0462,neutral
TEST_0463,neutral
TEST_0464,neutral
TEST_0465,neutral
TEST_0466,surprise
TEST_0467,surprise
TEST_0468,neutral
TEST_0469,joy
TEST_0470,joy
TEST_0471,joy
TEST_0472,neutral
TEST_0473,joy
TEST_0474,joy
TEST_0475,joy
TEST_0476,sadness
TEST_0477,neutral
TEST_0478,disgust
TEST_0479,neutral
TEST_0480,neutral
TEST_0481,neutral
TEST_0482,joy
TEST_0483,joy
TEST_0484,neutral
TEST_0485,neutral
TEST_0486,neutral
TEST_0487,anger
TEST_0488,neutral
TEST_0489,neutral
TEST_0490,neutral
TEST_0491,anger
TEST_0492,neutral
TEST_0493,anger
TEST_0494,sadness
TEST_0495,anger
TEST_0496,neutral
TEST_0497,neutral
TEST_0498,anger
TEST_0499,sadness
TEST_0500,joy
TEST_0501,joy
TEST_0502,neutral
TEST_0503,anger
TEST_0504,joy
TEST_0505,neutral
TEST_0506,joy
TEST_0507,joy
TEST_0508,neutral
TEST_0509,joy
TEST_0510,sadness
TEST_0511,neutral
TEST_0512,neutral
TEST_0513,anger
TEST_0514,neutral
TEST_0515,joy
TEST_0516,neutral
TEST_0517,joy
TEST_0518,joy
TEST_0519,joy
TEST_0520,disgust
TEST_0521,neutral
TEST_0522,neutral
TEST_0523,neutral
TEST_0524,joy
TEST_0525,joy
TEST_0526,sadness
TEST_0527,neutral
TEST_0528,neutral
TEST_0529,joy
TEST_0530,joy
TEST_0531,neutral
TEST_0532,neutral
TEST_0533,sadness
TEST_0534,neutral
TEST_0535,neutral
TEST_0536,neutral
TEST_0537,anger
TEST_0538,neutral
TEST_0539,neutral
TEST_0540,joy
TEST_0541,sadness
TEST_0542,anger
TEST_0543,joy
TEST_0544,joy
TEST_0545,neutral
TEST_0546,anger
TEST_0547,neutral
TEST_0548,joy
TEST_0549,neutral
TEST_0550,joy
TEST_0551,anger
TEST_0552,neutral
TEST_0553,anger
TEST_0554,joy
TEST_0555,joy
TEST_0556,neutral
TEST_0557,neutral
TEST_0558,neutral
TEST_0559,sadness
TEST_0560,neutral
TEST_0561,neutral
TEST_0562,anger
TEST_0563,anger
TEST_0564,neutral
TEST_0565,neutral
TEST_0566,neutral
TEST_0567,neutral
TEST_0568,neutral
TEST_0569,neutral
TEST_0570,neutral
TEST_0571,surprise
TEST_0572,neutral
TEST_0573,neutral
TEST_0574,joy
TEST_0575,neutral
TEST_0576,neutral
TEST_0577,joy
TEST_0578,neutral
TEST_0579,neutral
TEST_0580,neutral
TEST_0581,joy
TEST_0582,neutral
TEST_0583,joy
TEST_0584,neutral
TEST_0585,neutral
TEST_0586,neutral
TEST_0587,neutral
TEST_0588,anger
TEST_0589,anger
TEST_0590,neutral
TEST_0591,surprise
TEST_0592,neutral
TEST_0593,anger
TEST_0594,neutral
TEST_0595,neutral
TEST_0596,neutral
TEST_0597,neutral
TEST_0598,neutral
TEST_0599,anger
TEST_0600,joy
TEST_0601,neutral
TEST_0602,joy
TEST_0603,anger
TEST_0604,neutral
TEST_0605,neutral
TEST_0606,sadness
TEST_0607,neutral
TEST_0608,anger
TEST_0609,neutral
TEST_0610,neutral
TEST_0611,neutral
TEST_0612,neutral
TEST_0613,neutral
TEST_0614,neutral
TEST_0615,neutral
TEST_0616,neutral
TEST_0617,sadness
TEST_0618,anger
TEST_0619,disgust
TEST_0620,anger
TEST_0621,anger
TEST_0622,neutral
TEST_0623,anger
TEST_0624,neutral
TEST_0625,sadness
TEST_0626,joy
TEST_0627,neutral
TEST_0628,neutral
TEST_0629,neutral
TEST_0630,neutral
TEST_0631,joy
TEST_0632,joy
TEST_0633,neutral
TEST_0634,joy
TEST_0635,joy
TEST_0636,neutral
TEST_0637,surprise
TEST_0638,joy
TEST_0639,neutral
TEST_0640,neutral
TEST_0641,neutral
TEST_0642,neutral
TEST_0643,neutral
TEST_0644,joy
TEST_0645,neutral
TEST_0646,neutral
TEST_0647,neutral
TEST_0648,neutral
TEST_0649,anger
TEST_0650,anger
TEST_0651,anger
TEST_0652,joy
TEST_0653,anger
TEST_0654,sadness
TEST_0655,anger
TEST_0656,anger
TEST_0657,anger
TEST_0658,neutral
TEST_0659,anger
TEST_0660,neutral
TEST_0661,anger
TEST_0662,surprise
TEST_0663,joy
TEST_0664,surprise
TEST_0665,neutral
TEST_0666,neutral
TEST_0667,neutral
TEST_0668,neutral
TEST_0669,neutral
TEST_0670,joy
TEST_0671,anger
TEST_0672,neutral
TEST_0673,anger
TEST_0674,neutral
TEST_0675,neutral
TEST_0676,neutral
TEST_0677,sadness
TEST_0678,neutral
TEST_0679,neutral
TEST_0680,neutral
TEST_0681,neutral
TEST_0682,neutral
TEST_0683,neutral
TEST_0684,neutral
TEST_0685,neutral
TEST_0686,neutral
TEST_0687,joy
TEST_0688,neutral
TEST_0689,joy
TEST_0690,neutral
TEST_0691,joy
TEST_0692,neutral
TEST_0693,joy
TEST_0694,neutral
TEST_0695,neutral
TEST_0696,sadness
TEST_0697,surprise
TEST_0698,neutral
TEST_0699,neutral
TEST_0700,neutral
TEST_0701,joy
TEST_0702,neutral
TEST_0703,joy
TEST_0704,surprise
TEST_0705,neutral
TEST_0706,anger
TEST_0707,anger
TEST_0708,neutral
TEST_0709,neutral
TEST_0710,neutral
TEST_0711,neutral
TEST_0712,neutral
TEST_0713,neutral
TEST_0714,neutral
TEST_0715,joy
TEST_0716,joy
TEST_0717,joy
TEST_0718,joy
TEST_0719,neutral
TEST_0720,neutral
TEST_0721,surprise
TEST_0722,anger
TEST_0723,sadness
TEST_0724,fear
TEST_0725,anger
TEST_0726,anger
TEST_0727,anger
TEST_0728,joy
TEST_0729,neutral
TEST_0730,neutral
TEST_0731,anger
TEST_0732,neutral
TEST_0733,neutral
TEST_0734,anger
TEST_0735,joy
TEST_0736,neutral
TEST_0737,neutral
TEST_0738,joy
TEST_0739,joy
TEST_0740,neutral
TEST_0741,neutral
TEST_0742,neutral
TEST_0743,neutral
TEST_0744,anger
TEST_0745,neutral
TEST_0746,neutral
TEST_0747,neutral
TEST_0748,neutral
TEST_0749,fear
TEST_0750,anger
TEST_0751,anger
TEST_0752,anger
TEST_0753,anger
TEST_0754,neutral
TEST_0755,neutral
TEST_0756,neutral
TEST_0757,neutral
TEST_0758,joy
TEST_0759,disgust
TEST_0760,neutral
TEST_0761,surprise
TEST_0762,neutral
TEST_0763,neutral
TEST_0764,joy
TEST_0765,surprise
TEST_0766,sadness
TEST_0767,neutral
TEST_0768,neutral
TEST_0769,neutral
TEST_0770,anger
TEST_0771,neutral
TEST_0772,neutral
TEST_0773,neutral
TEST_0774,neutral
TEST_0775,neutral
TEST_0776,anger
TEST_0777,neutral
TEST_0778,neutral
TEST_0779,neutral
TEST_0780,joy
TEST_0781,neutral
TEST_0782,fear
TEST_0783,neutral
TEST_0784,sadness
TEST_0785,sadness
TEST_0786,sadness
TEST_0787,neutral
TEST_0788,joy
TEST_0789,neutral
TEST_0790,neutral
TEST_0791,joy
TEST_0792,joy
TEST_0793,anger
TEST_0794,sadness
TEST_0795,sadness
TEST_0796,neutral
TEST_0797,neutral
TEST_0798,neutral
TEST_0799,neutral
TEST_0800,neutral
TEST_0801,neutral
TEST_0802,neutral
TEST_0803,anger
TEST_0804,neutral
TEST_0805,neutral
TEST_0806,neutral
TEST_0807,neutral
TEST_0808,joy
TEST_0809,neutral
TEST_0810,joy
TEST_0811,joy
TEST_0812,surprise
TEST_0813,neutral
TEST_0814,anger
TEST_0815,anger
TEST_0816,neutral
TEST_0817,joy
TEST_0818,joy
TEST_0819,anger
TEST_0820,anger
TEST_0821,anger
TEST_0822,joy
TEST_0823,joy
TEST_0824,joy
TEST_0825,joy
TEST_0826,neutral
TEST_0827,neutral
TEST_0828,neutral
TEST_0829,neutral
TEST_0830,neutral
TEST_0831,neutral
TEST_0832,joy
TEST_0833,disgust
TEST_0834,joy
TEST_0835,neutral
TEST_0836,fear
TEST_0837,anger
TEST_0838,anger
TEST_0839,neutral
TEST_0840,neutral
TEST_0841,neutral
TEST_0842,neutral
TEST_0843,neutral
TEST_0844,surprise
TEST_0845,neutral
TEST_0846,neutral
TEST_0847,neutral
TEST_0848,neutral
TEST_0849,neutral
TEST_0850,neutral
TEST_0851,joy
TEST_0852,joy
TEST_0853,joy
TEST_0854,neutral
TEST_0855,neutral
TEST_0856,neutral
TEST_0857,neutral
TEST_0858,fear
TEST_0859,fear
TEST_0860,neutral
TEST_0861,neutral
TEST_0862,joy
TEST_0863,joy
TEST_0864,sadness
TEST_0865,surprise
TEST_0866,neutral
TEST_0867,surprise
TEST_0868,neutral
TEST_0869,neutral
TEST_0870,neutral
TEST_0871,neutral
TEST_0872,neutral
TEST_0873,neutral
TEST_0874,neutral
TEST_0875,neutral
TEST_0876,neutral
TEST_0877,neutral
TEST_0878,neutral
TEST_0879,neutral
TEST_0880,neutral
TEST_0881,neutral
TEST_0882,neutral
TEST_0883,neutral
TEST_0884,neutral
TEST_0885,neutral
TEST_0886,neutral
TEST_0887,neutral
TEST_0888,joy
TEST_0889,neutral
TEST_0890,sadness
TEST_0891,neutral
TEST_0892,neutral
TEST_0893,neutral
TEST_0894,neutral
TEST_0895,anger
TEST_0896,neutral
TEST_0897,neutral
TEST_0898,neutral
TEST_0899,neutral
TEST_0900,neutral
TEST_0901,neutral
TEST_0902,neutral
TEST_0903,neutral
TEST_0904,neutral
TEST_0905,joy
TEST_0906,neutral
TEST_0907,neutral
TEST_0908,neutral
TEST_0909,neutral
TEST_0910,neutral
TEST_0911,surprise
TEST_0912,neutral
TEST_0913,joy
TEST_0914,neutral
TEST_0915,anger
TEST_0916,sadness
TEST_0917,neutral
TEST_0918,joy
TEST_0919,joy
TEST_0920,neutral
TEST_0921,neutral
TEST_0922,neutral
TEST_0923,joy
TEST_0924,surprise
TEST_0925,joy
TEST_0926,anger
TEST_0927,neutral
TEST_0928,anger
TEST_0929,fear
TEST_0930,anger
TEST_0931,neutral
TEST_0932,neutral
TEST_0933,neutral
TEST_0934,neutral
TEST_0935,neutral
TEST_0936,neutral
TEST_0937,neutral
TEST_0938,neutral
TEST_0939,neutral
TEST_0940,neutral
TEST_0941,neutral
TEST_0942,neutral
TEST_0943,neutral
TEST_0944,neutral
TEST_0945,joy
TEST_0946,neutral
TEST_0947,joy
TEST_0948,anger
TEST_0949,anger
TEST_0950,neutral
TEST_0951,neutral
TEST_0952,joy
TEST_0953,surprise
TEST_0954,surprise
TEST_0955,neutral
TEST_0956,joy
TEST_0957,neutral
TEST_0958,anger
TEST_0959,neutral
TEST_0960,neutral
TEST_0961,neutral
TEST_0962,anger
TEST_0963,surprise
TEST_0964,surprise
TEST_0965,neutral
TEST_0966,anger
TEST_0967,neutral
TEST_0968,joy
TEST_0969,neutral
TEST_0970,sadness
TEST_0971,neutral
TEST_0972,joy
TEST_0973,neutral
TEST_0974,neutral
TEST_0975,joy
TEST_0976,anger
TEST_0977,sadness
TEST_0978,anger
TEST_0979,anger
TEST_0980,sadness
TEST_0981,sadness
TEST_0982,neutral
TEST_0983,neutral
TEST_0984,neutral
TEST_0985,joy
TEST_0986,joy
TEST_0987,neutral
TEST_0988,neutral
TEST_0989,neutral
TEST_0990,neutral
TEST_0991,neutral
TEST_0992,neutral
TEST_0993,neutral
TEST_0994,anger
TEST_0995,anger
TEST_0996,neutral
TEST_0997,neutral
TEST_0998,sadness
TEST_0999,surprise
TEST_1000,surprise
TEST_1001,neutral
TEST_1002,joy
TEST_1003,sadness
TEST_1004,anger
TEST_1005,neutral
TEST_1006,neutral
TEST_1007,joy
TEST_1008,surprise
TEST_1009,sadness
TEST_1010,anger
TEST_1011,surprise
TEST_1012,neutral
TEST_1013,neutral
TEST_1014,fear
TEST_1015,neutral
TEST_1016,anger
TEST_1017,joy
TEST_1018,anger
TEST_1019,neutral
TEST_1020,joy
TEST_1021,neutral
TEST_1022,sadness
TEST_1023,surprise
TEST_1024,surprise
TEST_1025,sadness
TEST_1026,neutral
TEST_1027,neutral
TEST_1028,neutral
TEST_1029,surprise
TEST_1030,fear
TEST_1031,neutral
TEST_1032,neutral
TEST_1033,joy
TEST_1034,anger
TEST_1035,neutral
TEST_1036,neutral
TEST_1037,sadness
TEST_1038,neutral
TEST_1039,neutral
TEST_1040,anger
TEST_1041,neutral
TEST_1042,neutral
TEST_1043,neutral
TEST_1044,neutral
TEST_1045,neutral
TEST_1046,neutral
TEST_1047,neutral
TEST_1048,neutral
TEST_1049,neutral
TEST_1050,anger
TEST_1051,neutral
TEST_1052,joy
TEST_1053,neutral
TEST_1054,neutral
TEST_1055,neutral
TEST_1056,neutral
TEST_1057,sadness
TEST_1058,neutral
TEST_1059,surprise
TEST_1060,sadness
TEST_1061,sadness
TEST_1062,surprise
TEST_1063,joy
TEST_1064,sadness
TEST_1065,sadness
TEST_1066,neutral
TEST_1067,surprise
TEST_1068,neutral
TEST_1069,fear
TEST_1070,anger
TEST_1071,neutral
TEST_1072,anger
TEST_1073,surprise
TEST_1074,neutral
TEST_1075,anger
TEST_1076,neutral
TEST_1077,neutral
TEST_1078,surprise
TEST_1079,joy
TEST_1080,neutral
TEST_1081,joy
TEST_1082,joy
TEST_1083,neutral
TEST_1084,joy
TEST_1085,joy
TEST_1086,neutral
TEST_1087,neutral
TEST_1088,neutral
TEST_1089,neutral
TEST_1090,neutral
TEST_1091,neutral
TEST_1092,neutral
TEST_1093,neutral
TEST_1094,anger
TEST_1095,neutral
TEST_1096,anger
TEST_1097,anger
TEST_1098,joy
TEST_1099,neutral
TEST_1100,neutral
TEST_1101,neutral
TEST_1102,joy
TEST_1103,joy
TEST_1104,sadness
TEST_1105,neutral
TEST_1106,neutral
TEST_1107,joy
TEST_1108,neutral
TEST_1109,neutral
TEST_1110,neutral
TEST_1111,anger
TEST_1112,neutral
TEST_1113,anger
TEST_1114,joy
TEST_1115,surprise
TEST_1116,neutral
TEST_1117,neutral
TEST_1118,disgust
TEST_1119,anger
TEST_1120,anger
TEST_1121,neutral
TEST_1122,anger
TEST_1123,neutral
TEST_1124,neutral
TEST_1125,neutral
TEST_1126,neutral
TEST_1127,anger
TEST_1128,neutral
TEST_1129,neutral
TEST_1130,neutral
TEST_1131,neutral
TEST_1132,anger
TEST_1133,joy
TEST_1134,neutral
TEST_1135,joy
TEST_1136,joy
TEST_1137,sadness
TEST_1138,joy
TEST_1139,joy
TEST_1140,joy
TEST_1141,neutral
TEST_1142,neutral
TEST_1143,neutral
TEST_1144,neutral
TEST_1145,joy
TEST_1146,neutral
TEST_1147,joy
TEST_1148,neutral
TEST_1149,neutral
TEST_1150,neutral
TEST_1151,neutral
TEST_1152,neutral
TEST_1153,surprise
TEST_1154,neutral
TEST_1155,neutral
TEST_1156,neutral
TEST_1157,sadness
TEST_1158,neutral
TEST_1159,anger
TEST_1160,neutral
TEST_1161,sadness
TEST_1162,surprise
TEST_1163,neutral
TEST_1164,joy
TEST_1165,joy
TEST_1166,anger
TEST_1167,joy
TEST_1168,neutral
TEST_1169,neutral
TEST_1170,neutral
TEST_1171,surprise
TEST_1172,neutral
TEST_1173,joy
TEST_1174,neutral
TEST_1175,joy
TEST_1176,joy
TEST_1177,joy
TEST_1178,neutral
TEST_1179,surprise
TEST_1180,neutral
TEST_1181,neutral
TEST_1182,neutral
TEST_1183,neutral
TEST_1184,sadness
TEST_1185,neutral
TEST_1186,neutral
TEST_1187,neutral
TEST_1188,joy
TEST_1189,neutral
TEST_1190,joy
TEST_1191,neutral
TEST_1192,surprise
TEST_1193,disgust
TEST_1194,neutral
TEST_1195,joy
TEST_1196,neutral
TEST_1197,neutral
TEST_1198,joy
TEST_1199,neutral
TEST_1200,neutral
TEST_1201,neutral
TEST_1202,neutral
TEST_1203,neutral
TEST_1204,disgust
TEST_1205,neutral
TEST_1206,neutral
TEST_1207,neutral
TEST_1208,neutral
TEST_1209,surprise
TEST_1210,neutral
TEST_1211,neutral
TEST_1212,neutral
TEST_1213,sadness
TEST_1214,fear
TEST_1215,neutral
TEST_1216,neutral
TEST_1217,neutral
TEST_1218,neutral
TEST_1219,neutral
TEST_1220,neutral
TEST_1221,neutral
TEST_1222,joy
TEST_1223,neutral
TEST_1224,neutral
TEST_1225,neutral
TEST_1226,neutral
TEST_1227,neutral
TEST_1228,neutral
TEST_1229,joy
TEST_1230,neutral
TEST_1231,neutral
TEST_1232,neutral
TEST_1233,neutral
TEST_1234,joy
TEST_1235,neutral
TEST_1236,neutral
TEST_1237,neutral
TEST_1238,neutral
TEST_1239,neutral
TEST_1240,anger
TEST_1241,neutral
TEST_1242,neutral
TEST_1243,neutral
TEST_1244,anger
TEST_1245,neutral
TEST_1246,joy
TEST_1247,neutral
TEST_1248,neutral
TEST_1249,anger
TEST_1250,joy
TEST_1251,joy
TEST_1252,sadness
TEST_1253,joy
TEST_1254,neutral
TEST_1255,neutral
TEST_1256,neutral
TEST_1257,neutral
TEST_1258,surprise
TEST_1259,neutral
TEST_1260,neutral
TEST_1261,surprise
TEST_1262,sadness
TEST_1263,anger
TEST_1264,neutral
TEST_1265,sadness
TEST_1266,neutral
TEST_1267,anger
TEST_1268,joy
TEST_1269,anger
TEST_1270,neutral
TEST_1271,neutral
TEST_1272,neutral
TEST_1273,joy
TEST_1274,anger
TEST_1275,joy
TEST_1276,joy
TEST_1277,neutral
TEST_1278,joy
TEST_1279,joy
TEST_1280,surprise
TEST_1281,neutral
TEST_1282,neutral
TEST_1283,neutral
TEST_1284,joy
TEST_1285,neutral
TEST_1286,neutral
TEST_1287,surprise
TEST_1288,neutral
TEST_1289,anger
TEST_1290,anger
TEST_1291,surprise
TEST_1292,neutral
TEST_1293,neutral
TEST_1294,fear
TEST_1295,neutral
TEST_1296,neutral
TEST_1297,joy
TEST_1298,neutral
TEST_1299,joy
TEST_1300,joy
TEST_1301,neutral
TEST_1302,neutral
TEST_1303,neutral
TEST_1304,joy
TEST_1305,neutral
TEST_1306,joy
TEST_1307,sadness
TEST_1308,neutral
TEST_1309,anger
TEST_1310,neutral
